X	Y	Z
12	-1	0.000001
12	-1	0.000000
12	-1	0.000000
12	-1	0.000000
12	-1	0.000000
12	-1	0.000000
12	-1	0.000001
12	-1	0.000001
12	-1	0.000000
12	-1	0.000000
12	-1	0.000000
12	-1	0.000000
12	-1	0.000000
12	-1	0.000000
12	-1	0.000000
12	-1	0.000000
