X	Y	Z
134	20.000004	0.009641
134	30.000008	0.001745
134	40.000008	0.002107
134	50.000011	0.002127
134	60.000008	0.001773
134	70.000008	0.002159
134	80.000008	0.009535
134	90.000008	0.002577
135	10.000002	0.001801
135	20.000004	0.002738
135	30.000008	0.002128
135	40.000008	0.003628
135	50.000011	0.002098
135	60.000008	0.002582
135	70.000008	0.002149
135	80.000008	0.002052
135	90.000008	0.002776
136	10.000002	0.008626
136	20.000004	0.002792
136	30.000008	0.002559
136	40.000008	0.002076
136	50.000011	0.002736
136	60.000008	0.002231
136	70.000008	0.009143
136	80.000008	0.002929
136	90.000008	0.002330
137	10.000002	0.002195
137	20.000004	0.002721
137	30.000008	0.010459
137	40.000008	0.002753
137	50.000011	0.002077
137	60.000008	0.003545
137	70.000008	0.002166
137	80.000008	0.002869
137	90.000008	0.009968
138	10.000002	0.003037
138	20.000004	0.002562
138	30.000008	0.002240
138	40.000008	0.002075
138	50.000011	0.002736
138	60.000008	0.009024
138	70.000008	0.002839
138	80.000008	0.002271
138	90.000008	0.003544
139	10.000002	0.002450
139	20.000004	0.010763
139	30.000008	0.002196
139	40.000008	0.001904
139	50.000011	0.009468
139	60.000008	0.002265
139	70.000008	0.010210
139	80.000008	0.001409
139	90.000008	0.001555
140	10.000002	0.002152
140	20.000004	0.002151
140	30.000008	0.007684
140	40.000008	0.001129
140	50.000011	0.001031
140	60.000008	0.001042
140	70.000008	0.001053
140	80.000008	0.001113
140	90.000008	0.007434
141	10.000002	0.001926
141	20.000004	0.001154
141	30.000008	0.001022
141	40.000008	0.001025
141	50.000011	0.001026
141	60.000008	0.006813
141	70.000008	0.001201
141	80.000008	0.001311
141	90.000008	0.001302
142	10.000002	0.001923
142	20.000004	0.001504
142	30.000008	0.001137
142	40.000008	0.001194
142	50.000011	0.001122
142	60.000008	0.001061
142	70.000008	0.001072
142	80.000008	0.001714
142	90.000008	0.001420
143	10.000002	0.002651
143	20.000004	0.001047
143	30.000008	0.001714
143	40.000008	0.001591
143	50.000011	0.007035
143	60.000008	0.002394
143	70.000008	0.001866
143	80.000008	0.003176
143	90.000008	0.008268
144	10.000002	0.002735
144	20.000004	0.002356
144	30.000008	0.002180
144	40.000008	0.002021
144	50.000011	0.007034
144	60.000008	0.001971
144	70.000008	0.002621
144	80.000008	0.001989
144	90.000008	0.002850
145	10.000002	0.007803
145	20.000004	0.003082
145	30.000008	0.002004
145	40.000008	0.002379
145	50.000011	0.001845
145	60.000008	0.009843
145	70.000008	0.001762
145	80.000008	0.001949
145	90.000008	0.001697
146	10.000002	0.001965
146	20.000004	0.007879
146	30.000008	0.001182
146	40.000008	0.001215
146	50.000011	0.001549
146	60.000008	0.001235
146	70.000008	0.001143
146	80.000008	0.001482
146	90.000008	0.001324
147	10.000002	0.002011
147	20.000004	0.002115
147	30.000008	0.001129
147	40.000008	0.014134
147	50.000011	0.001130
147	60.000008	0.001124
147	70.000008	0.001364
147	80.000008	0.008373
147	90.000008	0.001371
148	10.000002	0.002042
148	20.000004	0.001126
148	30.000008	0.001110
148	40.000008	0.001739
148	50.000011	0.001359
148	60.000008	0.001161
148	70.000008	0.001183
148	80.000008	0.001234
148	90.000008	0.001451
149	10.000002	0.009259
149	20.000004	0.002150
149	30.000008	0.001112
149	40.000008	0.001126
149	50.000011	0.001191
149	60.000008	0.009157
149	70.000008	0.001205
149	80.000008	0.001897
149	90.000008	0.001431
